timestamp,dt,cmd_linear,cmd_angular,wheel_left,wheel_right,pose_x,pose_y,pose_theta,lane_detected,lane_center,confidence,centerline_points
0.0674431324005127,0.0674431324005127,0.3,0.0,0.3366971015930176,0.3366971015930176,0.0,0.0,0.0,True,0.5201822916666666,1.0,29
0.2680811882019043,0.2006380558013916,0.3,0.0,1.3399219512939453,1.3399219512939453,0.0025484935173949452,0.0,0.0,True,0.517578125,1.0,30
0.3326985836029053,0.06461739540100098,0.3,0.0,1.663062572479248,1.663062572479248,0.017334569103093146,0.0,0.0,True,0.516796875,1.0,30
0.38060665130615234,0.04790806770324707,0.3,0.0,1.9026219844818115,1.9026219844818115,0.023244629013365173,0.0,0.0,True,0.5125868055555556,1.0,29
0.43239545822143555,0.0517888069152832,0.3,0.0,2.1615755558013916,2.1615755558013916,0.028257905920784768,0.0,0.0,True,0.5108506944444444,1.0,29
0.47152066230773926,0.03912520408630371,0.3,0.0,2.3571908473968506,2.3571908473968506,0.03441479059170547,0.0,0.0,True,0.5078125,1.0,30
0.5130620002746582,0.041541337966918945,0.3,0.0,2.5648951530456543,2.5648951530456543,0.0394873516547932,0.0,0.0,True,0.51328125,1.0,30
0.5579226016998291,0.0448606014251709,0.3,0.0,2.789154052734375,2.789154052734375,0.04534748908987183,0.0,0.0,True,0.507421875,1.0,30
0.5956103801727295,0.03768777847290039,0.3,0.0,2.9776430130004883,2.9776430130004883,0.05222940744184541,0.0,0.0,True,0.504296875,1.0,30
0.6336238384246826,0.038013458251953125,0.3,0.0,3.1677043437957764,3.1677043437957764,0.05840147061354344,0.0,0.0,True,0.5138888888888888,1.0,29
0.6716957092285156,0.03807187080383301,0.3,0.0,3.358074426651001,3.358074426651001,0.06502435897722735,0.0,0.0,True,0.5064453125,1.0,30
0.7143211364746094,0.04262542724609375,0.3,0.0,3.5711824893951416,3.5711824893951416,0.07205592057288186,0.0,0.0,True,0.5052734375,1.0,30
0.7549159526824951,0.04059481620788574,0.3,0.0,3.6363636363636367,3.6363636363636367,0.08042833592599692,0.0,0.0,True,0.5060546875,1.0,30
0.7909269332885742,0.0360109806060791,0.3,0.0,3.6363636363636367,3.6363636363636367,0.08854720380014243,0.0,0.0,True,0.5083984375,1.0,30
0.8290321826934814,0.03810524940490723,0.3,0.0,3.6363636363636367,3.6363636363636367,0.09574949528878988,0.0,0.0,True,0.5072265625,1.0,30
0.8646047115325928,0.03557252883911133,0.3,0.0,3.6363636363636367,3.6363636363636367,0.10337040211862387,0.0,0.0,True,0.509375,1.0,30
0.9045400619506836,0.03993535041809082,0.3,0.0,3.6363636363636367,3.6363636363636367,0.11048500325387778,0.0,0.0,True,0.506640625,1.0,30
0.9431078433990479,0.03856778144836426,0.3,0.0,3.6363636363636367,3.6363636363636367,0.1184719779700643,0.0,0.0,True,0.5088975694444444,1.0,29
0.9840958118438721,0.04098796844482422,0.3,0.0,3.6363636363636367,3.6363636363636367,0.12618572499460043,0.0,0.0,True,0.5076171875,1.0,30
1.0173993110656738,0.03330349922180176,0.3,0.0,3.6363636363636367,3.6363636363636367,0.134383127948702,0.0,0.0,True,0.5056640625,1.0,30
1.0571026802062988,0.039703369140625,0.3,0.0,3.6363636363636367,3.6363636363636367,0.14104382779306235,0.0,0.0,True,0.5130859375,1.0,30
1.0926339626312256,0.03553128242492676,0.3,0.0,3.6363636363636367,3.6363636363636367,0.1489844062537557,0.0,0.0,True,0.5083984375,1.0,30
1.1416056156158447,0.04897165298461914,0.3,0.0,3.6363636363636367,3.6363636363636367,0.15609080578988851,0.0,0.0,True,0.5080295138888888,1.0,29
1.1737213134765625,0.03211569786071777,0.3,0.0,3.6363636363636367,3.6363636363636367,0.1658848502845174,0.0,0.0,True,0.5086805555555556,1.0,29
1.2082152366638184,0.03449392318725586,0.3,0.0,3.6363636363636367,3.6363636363636367,0.17230818059152425,0.0,0.0,True,0.5091145833333334,1.0,29
1.2433826923370361,0.03516745567321777,0.3,0.0,3.6363636363636367,3.6363636363636367,0.17920706059640706,0.0,0.0,True,0.5044921875,1.0,30
1.276355504989624,0.03297281265258789,0.3,0.0,3.6363636363636367,3.6363636363636367,0.1862405040473348,0.0,0.0,True,0.5095703125,1.0,30
1.3114867210388184,0.035131216049194336,0.3,0.0,3.6363636363636367,3.6363636363636367,0.19283525731271567,0.0,0.0,True,0.5080078125,1.0,30
1.3434457778930664,0.03195905685424805,0.3,0.0,3.6363636363636367,3.6363636363636367,0.19986135747140707,0.0,0.0,True,0.5084635416666666,1.0,29
1.3800337314605713,0.03658795356750488,0.3,0.0,3.6363636363636367,3.6363636363636367,0.20625316884225667,0.0,0.0,True,0.50703125,1.0,30
1.4172046184539795,0.0371708869934082,0.3,0.0,3.6363636363636367,3.6363636363636367,0.21357066418832601,0.0,0.0,True,0.5087890625,1.0,30
1.4544041156768799,0.03719949722290039,0.3,0.0,3.6363636363636367,3.6363636363636367,0.2210049369544393,0.0,0.0,True,0.5126953125,1.0,30
1.4927315711975098,0.03832745552062988,0.3,0.0,3.6363636363636367,3.6363636363636367,0.22844483639901936,0.0,0.0,True,0.5101996527777778,1.0,29
1.5288946628570557,0.0361630916595459,0.3,0.0,3.6363636363636367,3.6363636363636367,0.2361102798194295,0.0,0.0,True,0.512109375,1.0,30
1.568558931350708,0.039664268493652344,0.3,0.0,3.6363636363636367,3.6363636363636367,0.2433429458350545,0.0,0.0,True,0.5134548611111112,1.0,29
1.6058061122894287,0.0372471809387207,0.3,0.0,3.6363636363636367,3.6363636363636367,0.251275799533785,0.0,0.0,True,0.5115017361111112,1.0,28
1.6433522701263428,0.03754615783691406,0.3,0.0,3.6363636363636367,3.6363636363636367,0.2587250926703817,0.0,0.0,True,0.51171875,1.0,29
